"","X","Borne.de.sortie","Date.de.sortie","Date.de.retour","Borne.de.retour"
"25",25,"001_GUILLEN_DE_CASTRO","03/10/2016 10:06:30","03/10/2016 10:19:43","223_CALLE_VALLE_BALLESTERA_ESQ_PLAZA_POLICIA_LOCAL"
"26",26,"001_GUILLEN_DE_CASTRO","03/10/2016 15:38:57","03/10/2016 15:54:17","016_COLON I"
"27",27,"001_GUILLEN_DE_CASTRO","03/10/2016 17:55:11","03/10/2016 18:01:48","143_AVDA. MENENDEZ PIDAL"
"28",28,"001_GUILLEN_DE_CASTRO","03/10/2016 09:03:21","03/10/2016 09:19:20","196_AVDA_GASPAR_AGUILAR"
"29",29,"001_GUILLEN_DE_CASTRO","03/10/2016 12:28:03","03/10/2016 12:36:03","005_PINTOR_LOPEZ_PZA_POETA_LLORENTE"
"30",30,"001_GUILLEN_DE_CASTRO","03/10/2016 19:56:09","03/10/2016 20:12:31","017_ESTACION RENFE I"
"31",31,"001_GUILLEN_DE_CASTRO","03/10/2016 22:17:11","03/10/2016 22:28:01","132_C/ RUAYA"
"32",32,"001_GUILLEN_DE_CASTRO","03/10/2016 09:27:15","03/10/2016 09:43:08","37_AVDA. PERIS Y VALERO"
"33",33,"001_GUILLEN_DE_CASTRO","03/10/2016 12:08:17","03/10/2016 12:28:46","131_C/ ALBORAYA"
"34",34,"001_GUILLEN_DE_CASTRO","03/10/2016 19:09:04","03/10/2016 19:34:27","032_C/ CONDE DE ALTEA"
"35",35,"001_GUILLEN_DE_CASTRO","03/10/2016 20:07:47","03/10/2016 20:23:19","256_AVDA_TRES_FORQUES_TURIS"
"36",36,"001_GUILLEN_DE_CASTRO","03/10/2016 06:55:26","03/10/2016 07:03:12","017_ESTACION RENFE I"
"37",37,"001_GUILLEN_DE_CASTRO","03/10/2016 10:03:34","03/10/2016 10:22:39","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"38",38,"001_GUILLEN_DE_CASTRO","03/10/2016 14:17:01","03/10/2016 14:35:04","014_BARÓN CARCER"
"39",39,"001_GUILLEN_DE_CASTRO","03/10/2016 18:01:26","03/10/2016 18:27:01","261_PZA_XUQUER_ESQ_VINALOPO"
"40",40,"001_GUILLEN_DE_CASTRO","03/10/2016 20:04:09","03/10/2016 20:23:22","009_PLAZA_TETUAN_4"
"41",41,"001_GUILLEN_DE_CASTRO","03/10/2016 08:54:53","03/10/2016 09:07:30","130_C/ CONVENTO CARMELITAS"
"42",42,"001_GUILLEN_DE_CASTRO","03/10/2016 10:04:03","03/10/2016 10:27:43","075_CAMPOAMOR I"
"43",43,"001_GUILLEN_DE_CASTRO","03/10/2016 09:22:49","03/10/2016 09:40:27","026_CALLE_SAN_JOSE_DE_CALASANZ"
"44",44,"001_GUILLEN_DE_CASTRO","03/10/2016 10:04:49","03/10/2016 10:15:01","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"45",45,"001_GUILLEN_DE_CASTRO","03/10/2016 16:46:14","03/10/2016 16:50:19","003_PLAZA_MUSICO_LOPEZ_CHAVARRI"
"46",46,"001_GUILLEN_DE_CASTRO","03/10/2016 17:51:46","03/10/2016 18:01:58","018_COLON II"
"47",47,"001_GUILLEN_DE_CASTRO","03/10/2016 18:47:03","03/10/2016 18:57:30","40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL"
"48",48,"001_GUILLEN_DE_CASTRO","03/10/2016 20:20:22","03/10/2016 20:34:50","176_CAMINO_DE_MONCADA_52"
"49",49,"001_GUILLEN_DE_CASTRO","03/10/2016 09:18:10","03/10/2016 09:22:14","141_C/ GREGORIO GEA (PEATONAL)"
"50",50,"001_GUILLEN_DE_CASTRO","03/10/2016 12:05:15","03/10/2016 12:13:42","014_BARÓN CARCER"
"51",51,"001_GUILLEN_DE_CASTRO","03/10/2016 17:36:31","03/10/2016 17:47:09","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"52",52,"001_GUILLEN_DE_CASTRO","03/10/2016 09:09:46","03/10/2016 09:32:45","150_DR. MANUEL CANDELA"
"53",53,"001_GUILLEN_DE_CASTRO","03/10/2016 07:39:14","03/10/2016 07:49:40","033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA"
"54",54,"001_GUILLEN_DE_CASTRO","03/10/2016 10:01:27","03/10/2016 10:07:26","022_JUAN_LLORENS_57"
"55",55,"001_GUILLEN_DE_CASTRO","03/10/2016 19:12:01","03/10/2016 19:35:44","124_C/ AZAGADOR DE ALBORAYA"
"56",56,"001_GUILLEN_DE_CASTRO","03/10/2016 06:54:14","03/10/2016 07:02:28","016_COLON I"
"57",57,"001_GUILLEN_DE_CASTRO","03/10/2016 08:00:46","03/10/2016 08:14:29","119_C/ JAIME ROIG"
"58",58,"001_GUILLEN_DE_CASTRO","03/10/2016 10:56:15","03/10/2016 11:27:14","001_GUILLEN_DE_CASTRO"
"59",59,"001_GUILLEN_DE_CASTRO","03/10/2016 05:48:07","03/10/2016 05:55:32","70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA"
"60",60,"001_GUILLEN_DE_CASTRO","03/10/2016 08:19:01","03/10/2016 08:29:17","025_CALLE_DEL_ALBERIC"
"61",61,"001_GUILLEN_DE_CASTRO","03/10/2016 13:38:06","03/10/2016 13:53:16","256_AVDA_TRES_FORQUES_TURIS"
"62",62,"001_GUILLEN_DE_CASTRO","03/10/2016 14:14:19","03/10/2016 14:37:02","097_AVDA. BLASCO IBAÑEZ 7"
"63",63,"001_GUILLEN_DE_CASTRO","03/10/2016 15:05:43","03/10/2016 15:29:23","068_AVDA. DEL PUERTO IV"
"64",64,"001_GUILLEN_DE_CASTRO","03/10/2016 01:22:58","03/10/2016 01:35:33","37_AVDA. PERIS Y VALERO"
"65",65,"001_GUILLEN_DE_CASTRO","03/10/2016 10:27:07","03/10/2016 10:35:25","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"66",66,"001_GUILLEN_DE_CASTRO","03/10/2016 01:45:14","03/10/2016 01:49:25","153_C/ LLANO DE ZAIDA"
"67",67,"001_GUILLEN_DE_CASTRO","03/10/2016 09:58:02","03/10/2016 10:08:22","015_RIBERA"
"68",68,"001_GUILLEN_DE_CASTRO","03/10/2016 17:15:52","03/10/2016 17:36:32","120_C_DR VICENTE ZARAGOZA"
"69",69,"001_GUILLEN_DE_CASTRO","03/10/2016 17:23:10","03/10/2016 17:35:27","83_PZA. DE LA LEGIÓN ESPAÑOLA"
"70",70,"001_GUILLEN_DE_CASTRO","03/10/2016 00:45:26","03/10/2016 01:01:32","103_RUBEN DARIO"
"71",71,"001_GUILLEN_DE_CASTRO","03/10/2016 07:53:57","03/10/2016 08:04:07","130_C/ CONVENTO CARMELITAS"
"72",72,"001_GUILLEN_DE_CASTRO","03/10/2016 09:08:47","03/10/2016 09:13:23","006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL"
"73",73,"001_GUILLEN_DE_CASTRO","03/10/2016 14:11:30","03/10/2016 14:35:30","264_AVDA_CID_ANTES_MARCONI"
"74",74,"001_GUILLEN_DE_CASTRO","03/10/2016 15:16:41","03/10/2016 15:34:34","004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA"
"75",75,"001_GUILLEN_DE_CASTRO","03/10/2016 16:26:32","03/10/2016 16:46:31","033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA"
"76",76,"001_GUILLEN_DE_CASTRO","03/10/2016 17:13:47","03/10/2016 17:20:57","153_C/ LLANO DE ZAIDA"
"77",77,"001_GUILLEN_DE_CASTRO","03/10/2016 17:48:54","03/10/2016 18:07:08","220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA"
"78",78,"001_GUILLEN_DE_CASTRO","03/10/2016 19:07:20","03/10/2016 19:24:24","065_AVDA. DEL PUERTO III"
"79",79,"001_GUILLEN_DE_CASTRO","03/10/2016 08:36:33","03/10/2016 08:52:32","014_BARÓN CARCER"
"80",80,"001_GUILLEN_DE_CASTRO","03/10/2016 10:09:43","03/10/2016 10:18:07","012_CALLE_MINYANA"
"81",81,"001_GUILLEN_DE_CASTRO","03/10/2016 10:23:46","03/10/2016 10:31:41","130_C/ CONVENTO CARMELITAS"
"82",82,"001_GUILLEN_DE_CASTRO","03/10/2016 12:27:33","03/10/2016 12:47:53","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"83",83,"001_GUILLEN_DE_CASTRO","03/10/2016 13:00:36","03/10/2016 13:14:32","139_C/ REUS"
"84",84,"001_GUILLEN_DE_CASTRO","03/10/2016 14:14:53","03/10/2016 14:33:15","027_CALLE_SAN_VICENTE_MARTIR_129"
"85",85,"001_GUILLEN_DE_CASTRO","03/10/2016 16:49:16","03/10/2016 16:53:36","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"86",86,"001_GUILLEN_DE_CASTRO","03/10/2016 17:42:36","03/10/2016 17:50:36","138_SAN_PANCRACIO"
"87",87,"001_GUILLEN_DE_CASTRO","03/10/2016 18:33:32","03/10/2016 18:37:12","141_C/ GREGORIO GEA (PEATONAL)"
"88",88,"001_GUILLEN_DE_CASTRO","03/10/2016 19:46:05","03/10/2016 19:55:59","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"89",89,"001_GUILLEN_DE_CASTRO","03/10/2016 19:54:13","03/10/2016 20:05:39","229_CALLE_AITANA_ESQ_AVDA_BURJASSOT"
"90",90,"001_GUILLEN_DE_CASTRO","03/10/2016 20:07:11","03/10/2016 20:28:07","178_CALLE_REIG_GENOVES"
"91",91,"001_GUILLEN_DE_CASTRO","03/10/2016 20:32:36","03/10/2016 20:39:47","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"92",92,"001_GUILLEN_DE_CASTRO","03/10/2016 07:01:18","03/10/2016 07:09:25","010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP"
"93",93,"001_GUILLEN_DE_CASTRO","03/10/2016 08:26:55","03/10/2016 08:35:31","017_ESTACION RENFE I"
"94",94,"001_GUILLEN_DE_CASTRO","03/10/2016 09:19:08","03/10/2016 09:23:06","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"95",95,"001_GUILLEN_DE_CASTRO","03/10/2016 10:27:52","03/10/2016 10:45:04","031_CALLE SALAMANCA"
"96",96,"001_GUILLEN_DE_CASTRO","03/10/2016 13:31:50","03/10/2016 13:49:42","54_PASEO ALAMEDA"
"97",97,"001_GUILLEN_DE_CASTRO","03/10/2016 14:23:08","03/10/2016 14:29:36","020_FERNANDO_EL_CATOLICO_CALLE_QUART"
"98",98,"001_GUILLEN_DE_CASTRO","03/10/2016 15:00:59","03/10/2016 15:10:34","022_JUAN_LLORENS_57"
"99",99,"001_GUILLEN_DE_CASTRO","03/10/2016 15:08:12","03/10/2016 15:13:57","006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL"
"100",100,"001_GUILLEN_DE_CASTRO","03/10/2016 15:29:20","03/10/2016 15:36:32","130_C/ CONVENTO CARMELITAS"
"101",101,"001_GUILLEN_DE_CASTRO","03/10/2016 15:37:00","03/10/2016 15:52:59","094_AVDA. BLASCO IBAÑEZ 5"
"102",102,"001_GUILLEN_DE_CASTRO","03/10/2016 17:13:14","03/10/2016 17:21:57","143_AVDA. MENENDEZ PIDAL"
"103",103,"001_GUILLEN_DE_CASTRO","03/10/2016 17:43:52","03/10/2016 18:00:07","078_AVDA. ARAGÓN I"
"104",104,"001_GUILLEN_DE_CASTRO","03/10/2016 18:02:14","03/10/2016 18:29:50","54_PASEO ALAMEDA"
"105",105,"001_GUILLEN_DE_CASTRO","03/10/2016 18:35:48","03/10/2016 18:40:22","006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL"
"106",106,"001_GUILLEN_DE_CASTRO","03/10/2016 18:54:11","03/10/2016 19:08:40","177_CALLE_ALCUDIA"
"107",107,"001_GUILLEN_DE_CASTRO","03/10/2016 19:07:54","03/10/2016 19:34:13","032_C/ CONDE DE ALTEA"
"108",108,"001_GUILLEN_DE_CASTRO","03/10/2016 19:45:32","03/10/2016 19:55:37","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"109",109,"001_GUILLEN_DE_CASTRO","03/10/2016 20:01:52","03/10/2016 20:13:43","017_ESTACION RENFE I"
"110",110,"001_GUILLEN_DE_CASTRO","03/10/2016 20:42:27","03/10/2016 20:59:59","239_LA_FLORISTA_TRANVIA_PALACIO_CONGRESOS"
"111",111,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 21:11:14","03/10/2016 21:21:14","132_C/ RUAYA"
"112",112,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 03:16:18","03/10/2016 03:20:56","009_PLAZA_TETUAN_4"
"113",113,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 10:00:43","03/10/2016 10:18:36","079_AVDA. ARAGON II"
"114",114,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 22:44:31","03/10/2016 23:02:59","90_AVDA. BLASCO IBAÑEZ "
"115",115,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 07:58:22","03/10/2016 08:11:58","226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS"
"116",116,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 10:37:39","03/10/2016 10:42:33","014_BARÓN CARCER"
"117",117,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 06:40:41","03/10/2016 06:48:41","032_C/ CONDE DE ALTEA"
"118",118,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 10:14:02","03/10/2016 10:45:04","163_PASEO NEPTUNO"
"119",119,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 13:37:34","03/10/2016 13:55:58","37_AVDA. PERIS Y VALERO"
"120",120,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:43:39","03/10/2016 20:08:23","212_CALLE_FRAY_JUANÍPERO_SERRA_ESQ_CALLE_TORRENTE"
"121",121,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 00:53:07","03/10/2016 01:01:38","129_C_ALMAZORA"
"122",122,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 11:59:31","03/10/2016 12:19:36","237_LEVANTE_UD_AVDA_ECUADOR"
"123",123,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:43:17","03/10/2016 19:01:46","131_C/ ALBORAYA"
"124",124,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 09:40:36","03/10/2016 09:54:51","076_CAMPOAMOR II"
"125",125,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 01:19:07","03/10/2016 01:26:47","136_CALLE_ECONOMISTA_GAY"
"126",126,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 13:01:37","03/10/2016 13:19:26","013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE"
"127",127,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:21:08","03/10/2016 19:30:53","136_CALLE_ECONOMISTA_GAY"
"128",128,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 00:07:22","03/10/2016 00:18:01","120_C_DR VICENTE ZARAGOZA"
"129",129,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 16:35:19","03/10/2016 16:40:26","011_PZA_AYTO_CON_CALLE_COTANDA"
"130",130,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:52:18","03/10/2016 19:07:32","028_NAVARRO REVERTE"
"131",131,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 23:15:20","03/10/2016 23:20:45","006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL"
"132",132,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 03:15:24","03/10/2016 03:21:09","009_PLAZA_TETUAN_4"
"133",133,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 10:11:21","03/10/2016 10:22:23","127_C/ DUQUE DE MANDAS"
"134",134,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 16:44:59","03/10/2016 16:59:21","37_AVDA. PERIS Y VALERO"
"135",135,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:16:49","03/10/2016 19:25:38","137_CALLE_ECONOMISTA_GAY"
"136",136,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 22:15:02","03/10/2016 22:28:28","078_AVDA. ARAGÓN I"
"137",137,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 00:53:32","03/10/2016 01:01:48","129_C_ALMAZORA"
"138",138,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 09:56:17","03/10/2016 10:18:22","103_RUBEN DARIO"
"139",139,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 12:15:07","03/10/2016 12:25:20","028_NAVARRO REVERTE"
"140",140,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 13:02:10","03/10/2016 13:17:18","013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE"
"141",141,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 14:46:50","03/10/2016 14:58:48","126_C/ ALFAUIR"
"142",142,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 15:57:36","03/10/2016 16:08:43","029_PLAZA AMERICA"
"143",143,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:06:57","03/10/2016 18:13:06","009_PLAZA_TETUAN_4"
"144",144,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:09:52","03/10/2016 19:15:51","012_CALLE_MINYANA"
"145",145,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:35:57","03/10/2016 19:36:11","002_CALLE_SALVADOR_GINER_CALLE_MUSEO"
"146",146,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 19:37:08","03/10/2016 19:41:00","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"147",147,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 20:29:52","03/10/2016 20:32:23","001_GUILLEN_DE_CASTRO"
"148",148,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 21:45:57","03/10/2016 22:02:32","41_AVDA. GRAL. URRUTIA"
"149",149,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 09:06:50","03/10/2016 09:13:21","009_PLAZA_TETUAN_4"
"150",150,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 10:50:42","03/10/2016 11:17:37","48_AVDA. ANTONIO FERRANDIS"
"151",151,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 11:08:47","03/10/2016 11:19:36","136_CALLE_ECONOMISTA_GAY"
"152",152,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 12:14:12","03/10/2016 12:18:58","019_JUAN_LLORENS"
"153",153,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 13:33:54","03/10/2016 13:37:13","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"154",154,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 15:26:06","03/10/2016 15:41:52","064_AVDA. DEL PUERTO II"
"155",155,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 15:40:18","03/10/2016 15:56:56","123_C_ALBOCACER"
"156",156,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 15:59:32","03/10/2016 16:14:37","094_AVDA. BLASCO IBAÑEZ 5"
"157",157,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 17:22:16","03/10/2016 17:31:25","131_C/ ALBORAYA"
"158",158,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:05:42","03/10/2016 18:21:58","152_C/ LITERATO AZORÍN"
"159",159,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:45:21","03/10/2016 18:53:54","83_PZA. DE LA LEGIÓN ESPAÑOLA"
"160",160,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 20:50:58","03/10/2016 21:01:07","013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE"
"161",161,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 02:42:47","03/10/2016 02:51:30","229_CALLE_AITANA_ESQ_AVDA_BURJASSOT"
"162",162,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 07:30:12","03/10/2016 07:43:44","032_C/ CONDE DE ALTEA"
"163",163,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 07:51:07","03/10/2016 07:58:39","131_C/ ALBORAYA"
"164",164,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 08:45:29","03/10/2016 08:56:35","117_PRIMADO REIG"
"165",165,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 12:29:32","03/10/2016 12:34:14","135_AVDA. CONSTITUCIÓN"
"166",166,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 13:31:37","03/10/2016 13:34:53","147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA"
"167",167,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 14:46:22","03/10/2016 14:56:02","143_AVDA. MENENDEZ PIDAL"
"168",168,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 16:33:56","03/10/2016 16:55:47","112_AVDA. DE LOS NARANJOS"
"169",169,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 17:07:02","03/10/2016 17:22:10","079_AVDA. ARAGON II"
"170",170,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 17:47:52","03/10/2016 17:52:55","019_JUAN_LLORENS"
"171",171,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 18:56:15","03/10/2016 19:20:18","103_RUBEN DARIO"
"172",172,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 20:07:10","03/10/2016 20:22:06","39_AVDA. PERIS Y VALERO"
"173",173,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 20:39:24","03/10/2016 20:52:40","230_CALLE_POETA_SERRANO_CLAVERO_EQ_GENERAL_LLORENS"
"174",174,"002_CALLE_SALVADOR_GINER_CALLE_MUSEO","03/10/2016 21:16:21","03/10/2016 21:26:10","003_PLAZA_MUSICO_LOPEZ_CHAVARRI"
"175",175,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 08:19:31","03/10/2016 08:40:40","261_PZA_XUQUER_ESQ_VINALOPO"
"176",176,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 08:33:38","03/10/2016 08:46:46","206_CALLE_PERIODISTA_GIL_SUMBIELA"
"177",177,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 09:47:56","03/10/2016 09:56:04","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"178",178,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 11:53:18","03/10/2016 12:13:15","115_C/ DR. VICENTE ZARAGOZA"
"179",179,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 12:18:18","03/10/2016 12:51:15","003_PLAZA_MUSICO_LOPEZ_CHAVARRI"
"180",180,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 12:52:02","03/10/2016 13:19:56","47_AVDA. AUTOPISTA DEL SALER"
"181",181,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 14:08:33","03/10/2016 14:24:12","081_DOCTOR FORNOS"
"182",182,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 14:24:13","03/10/2016 14:41:58","066_GUILLEN DE ANGLESOLA"
"183",183,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 17:01:46","03/10/2016 17:09:51","014_BARÓN CARCER"
"184",184,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 19:19:55","03/10/2016 19:42:25","104_ALBALAT DELS TARONGERS"
"185",185,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 20:08:19","03/10/2016 20:16:18","135_AVDA. CONSTITUCIÓN"
"186",186,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 08:17:27","03/10/2016 08:25:40","030_CIRILO AMOROS"
"187",187,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 12:17:36","03/10/2016 12:52:00","016_COLON I"
"188",188,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 14:26:31","03/10/2016 14:38:25","118_C/ DR. GOMEZ FERRER"
"189",189,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 14:41:20","03/10/2016 14:52:05","195_CALLE_GIORGETA"
"190",190,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 15:57:18","03/10/2016 16:05:36","220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA"
"191",191,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 16:30:47","03/10/2016 16:44:17","223_CALLE_VALLE_BALLESTERA_ESQ_PLAZA_POLICIA_LOCAL"
"192",192,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 19:30:38","03/10/2016 19:32:42","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"193",193,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 07:47:29","03/10/2016 07:51:21","020_FERNANDO_EL_CATOLICO_CALLE_QUART"
"194",194,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 10:05:45","03/10/2016 10:10:19","133_C/ ALFAMBRA"
"195",195,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 12:16:37","03/10/2016 12:47:46","030_CIRILO AMOROS"
"196",196,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 13:07:05","03/10/2016 13:20:12","197_CALLE_FONTANARS_DELS_AFORINS"
"197",197,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 14:45:53","03/10/2016 14:52:25","143_AVDA. MENENDEZ PIDAL"
"198",198,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 18:39:40","03/10/2016 19:07:38","150_DR. MANUEL CANDELA"
"199",199,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 19:42:24","03/10/2016 19:44:49","004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA"
"200",200,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 22:13:04","03/10/2016 22:22:03","34_AVDA. ANTIGUO REINO DE VALENCIA"
"201",201,"003_PLAZA_MUSICO_LOPEZ_CHAVARRI","03/10/2016 00:41:50","03/10/2016 01:00:00","103_RUBEN DARIO"
